,zeta_46m,phi_w,phi_w*
2013-05-20 09:00:00,-0.22924237,1.10140401584,1.4882552452
2013-05-20 09:30:00,-0.3960746,1.19694717835,1.62283335506
2013-05-20 10:00:00,,,1.25
2013-05-20 10:30:00,,,1.25
2013-05-20 11:00:00,,,1.25
2013-05-20 11:30:00,,,1.25
2013-05-20 12:00:00,-0.48180212,1.36646045897,1.68407085074
2013-05-20 12:30:00,-0.1030195,0.996719885058,1.36740248456
2013-05-20 13:00:00,-0.39936358,1.49464651539,1.62526887563
2013-05-20 13:30:00,-0.21912216,1.11713998835,1.47927708581
2013-05-20 14:00:00,-0.42803035,1.343404992,1.64619451517
2013-05-20 14:30:00,-0.41644612,1.20156963355,1.63780280126
2013-05-20 15:00:00,-0.14912824,0.995822623217,1.41396287736
2013-05-20 15:30:00,-0.07503733,1.25881280218,1.33752510725
2013-05-20 16:00:00,-0.20856698,1.35161926039,1.46979545003
2013-05-20 16:30:00,,,1.25
2013-05-20 17:00:00,,,1.25
2013-05-20 17:30:00,,,1.25
2013-05-20 18:00:00,,,1.25
2013-05-20 18:30:00,,,1.25
2013-05-20 19:00:00,0.36843918,1.34855678218,1.25
2013-05-20 19:30:00,0.22417408,1.43190385866,1.25
2013-05-20 20:00:00,0.28042247,1.28698640419,1.25
2013-05-20 20:30:00,0.24811371,1.12125521334,1.25
2013-05-20 21:00:00,0.35765863,1.33193543266,1.25
2013-05-20 21:30:00,0.48794868,1.17728653028,1.25
2013-05-20 22:00:00,0.43383754,1.2136210044,1.25
2013-05-20 22:30:00,0.45415048,1.25091272487,1.25
2013-05-20 23:00:00,,,1.25
2013-05-20 23:30:00,0.4707415,1.1499518111,1.25
2013-05-21 00:00:00,,,1.25
2013-05-21 00:30:00,,,1.25
2013-05-21 01:00:00,,,1.25
2013-05-21 01:30:00,,,1.25
2013-05-21 02:00:00,,,1.25
2013-05-21 02:30:00,,,1.25
2013-05-21 03:00:00,,,1.25
2013-05-21 03:30:00,,,1.25
2013-05-21 04:00:00,,,1.25
2013-05-21 04:30:00,,,1.25
2013-05-21 05:00:00,,,1.25
2013-05-21 05:30:00,,,1.25
2013-05-21 06:00:00,,,1.25
2013-05-21 06:30:00,-0.32894481,1.08214766948,1.57143795613
2013-05-21 07:00:00,-0.46423292,1.48411990334,1.67188353651
2013-05-21 07:30:00,-0.36998198,1.2614538298,1.60324707306
2013-05-21 08:00:00,-0.42603071,1.35202675149,1.64475206722
2013-05-21 08:30:00,-0.13587843,1.15150489476,1.40089868758
2013-05-21 09:00:00,-0.14485671,1.06288094489,1.40977760608
2013-05-21 09:30:00,-0.10904027,1.12831465054,1.37366289093
2013-05-21 10:00:00,-0.14438459,1.05112302111,1.40931349258
2013-05-21 10:30:00,-0.10452396,1.33575021005,1.36897219484
2013-05-21 11:00:00,-0.18304063,1.11563073416,1.44634492686
2013-05-21 11:30:00,-0.054109127,1.15829925407,1.31427476499
2013-05-21 12:00:00,-0.053261068,1.07204808461,1.31331514141
2013-05-21 12:30:00,-0.1185579,1.2527511571,1.38344448566
2013-05-21 13:00:00,-0.18832951,1.12432534697,1.45126615093
2013-05-21 13:30:00,-0.099552162,1.09320379163,1.36377097337
2013-05-21 14:00:00,-0.33277846,1.31496552207,1.57446425572
2013-05-21 14:30:00,,,1.25
2013-05-21 15:00:00,,,1.25
2013-05-21 15:30:00,,,1.25
2013-05-21 16:00:00,,,1.25
2013-05-21 16:30:00,0.26220332,1.27489980829,1.25
2013-05-21 17:00:00,0.26023556,1.29854723744,1.25
2013-05-21 17:30:00,0.15712479,1.28657409718,1.25
2013-05-21 18:00:00,,,1.25
2013-05-21 18:30:00,0.095125779,1.05752616528,1.25
2013-05-21 19:00:00,0.27292089,1.5969287196,1.25
2013-05-21 19:30:00,,,1.25
2013-05-21 20:00:00,0.30798585,1.12900992411,1.25
2013-05-21 20:30:00,0.30774016,1.51149122324,1.25
2013-05-21 21:00:00,0.34293075,1.35129784192,1.25
2013-05-21 21:30:00,0.47214293,1.14729686527,1.25
2013-05-21 22:00:00,,,1.25
2013-05-21 22:30:00,,,1.25
2013-05-21 23:00:00,,,1.25
2013-05-21 23:30:00,,,1.25
2013-05-22 00:00:00,,,1.25
2013-05-22 00:30:00,,,1.25
2013-05-22 01:00:00,0.43980133,1.39402330992,1.25
2013-05-22 01:30:00,0.43910593,1.51338291405,1.25
2013-05-22 02:00:00,0.17458392,1.17284845307,1.25
2013-05-22 02:30:00,0.45954287,1.36160518536,1.25
2013-05-22 03:00:00,0.41046823,1.41937177309,1.25
2013-05-22 03:30:00,0.13862128,1.26780827495,1.25
2013-05-22 04:00:00,0.22765276,1.2353115962,1.25
2013-05-22 04:30:00,,,1.25
2013-05-22 05:00:00,,,1.25
2013-05-22 05:30:00,,,1.25
2013-05-22 06:00:00,,,1.25
2013-05-22 06:30:00,,,1.25
2013-05-22 07:00:00,-0.3741088,1.35442104527,1.60637673302
2013-05-22 07:30:00,-0.15727104,1.28556958159,1.4218733128
2013-05-22 08:00:00,-0.10172317,1.03930473926,1.36604703472
2013-05-22 08:30:00,-0.10876101,1.00828259814,1.37337377645
2013-05-22 09:00:00,-0.092441737,1.03897238274,1.35626277215
2013-05-22 09:30:00,-0.13010588,1.07035140457,1.39513004198
2013-05-22 10:00:00,-0.186404,1.17304206069,1.44947835973
2013-05-22 10:30:00,-0.50033505,1.50813004719,1.69673834631
2013-05-22 11:00:00,-0.31524874,1.07612647857,1.5605298422
2013-05-22 11:30:00,-1.0793231,1.39477474528,2.02284504091
2013-05-22 12:00:00,-0.94338025,1.48924123166,1.95575713919
2013-05-22 12:30:00,-0.2034962,1.11610337403,1.46519658579
2013-05-22 13:00:00,,,1.25
2013-05-22 13:30:00,,,1.25
2013-05-22 14:00:00,,,1.25
2013-05-22 14:30:00,,,1.25
2013-05-22 15:00:00,,,1.25
2013-05-22 15:30:00,,,1.25
2013-05-22 16:00:00,,,1.25
2013-05-22 16:30:00,,,1.25
2013-05-22 17:00:00,,,1.25
2013-05-22 17:30:00,,,1.25
2013-05-22 18:00:00,,,1.25
2013-05-22 18:30:00,,,1.25
2013-05-22 19:00:00,,,1.25
2013-05-22 19:30:00,,,1.25
2013-05-22 20:00:00,,,1.25
2013-05-22 20:30:00,,,1.25
2013-05-22 21:00:00,,,1.25
2013-05-22 21:30:00,,,1.25
2013-05-22 22:00:00,,,1.25
2013-05-22 22:30:00,,,1.25
2013-05-22 23:00:00,,,1.25
2013-05-22 23:30:00,,,1.25
2013-05-23 00:00:00,,,1.25
2013-05-23 00:30:00,,,1.25
2013-05-23 01:00:00,0.42938721,1.24349403211,1.25
2013-05-23 01:30:00,,,1.25
2013-05-23 02:00:00,0.14188832,1.13922716313,1.25
2013-05-23 02:30:00,0.10003761,1.01904411583,1.25
2013-05-23 03:00:00,,,1.25
2013-05-23 03:30:00,,,1.25
2013-05-23 04:00:00,,,1.25
2013-05-23 04:30:00,,,1.25
2013-05-23 05:00:00,,,1.25
2013-05-23 05:30:00,,,1.25
2013-05-23 06:00:00,,,1.25
2013-05-23 06:30:00,,,1.25
2013-05-23 07:00:00,0.015049453,1.26517529737,1.25
2013-05-23 07:30:00,,,1.25
2013-05-23 08:00:00,,,1.25
2013-05-23 08:30:00,,,1.25
2013-05-23 09:00:00,,,1.25
2013-05-23 09:30:00,,,1.25
2013-05-23 10:00:00,,,1.25
2013-05-23 10:30:00,,,1.25
2013-05-23 11:00:00,,,1.25
2013-05-23 11:30:00,,,1.25
2013-05-23 12:00:00,,,1.25
2013-05-23 12:30:00,,,1.25
2013-05-23 13:00:00,,,1.25
2013-05-23 13:30:00,,,1.25
2013-05-23 14:00:00,,,1.25
2013-05-23 14:30:00,-1.0322883,1.50184034264,2.00014076158
2013-05-23 15:00:00,,,1.25
2013-05-23 15:30:00,,,1.25
2013-05-23 16:00:00,,,1.25
2013-05-23 16:30:00,,,1.25
2013-05-23 17:00:00,,,1.25
2013-05-23 17:30:00,,,1.25
2013-05-23 18:00:00,,,1.25
2013-05-23 18:30:00,,,1.25
2013-05-23 19:00:00,0.23025678,1.53288651727,1.25
2013-05-23 19:30:00,,,1.25
2013-05-23 20:00:00,,,1.25
2013-05-23 20:30:00,,,1.25
2013-05-23 21:00:00,,,1.25
2013-05-23 21:30:00,,,1.25
2013-05-23 22:00:00,,,1.25
2013-05-23 22:30:00,,,1.25
2013-05-23 23:00:00,,,1.25
2013-05-23 23:30:00,,,1.25
2013-05-24 00:00:00,,,1.25
2013-05-24 00:30:00,,,1.25
2013-05-24 01:00:00,,,1.25
2013-05-24 01:30:00,,,1.25
2013-05-24 02:00:00,,,1.25
2013-05-24 02:30:00,,,1.25
2013-05-24 03:00:00,,,1.25
2013-05-24 03:30:00,,,1.25
2013-05-24 04:00:00,,,1.25
2013-05-24 04:30:00,,,1.25
2013-05-24 05:00:00,,,1.25
2013-05-24 05:30:00,,,1.25
2013-05-24 06:00:00,,,1.25
2013-05-24 06:30:00,0.28564059,1.56313024561,1.25
2013-05-24 07:00:00,,,1.25
2013-05-24 07:30:00,,,1.25
2013-05-24 08:00:00,,,1.25
2013-05-24 08:30:00,,,1.25
2013-05-24 09:00:00,,,1.25
2013-05-24 09:30:00,,,1.25
2013-05-24 10:00:00,,,1.25
2013-05-24 10:30:00,,,1.25
2013-05-24 11:00:00,,,1.25
2013-05-24 11:30:00,-0.22131388,1.21806784046,1.48123071717
2013-05-24 12:00:00,-0.18797041,1.17563184841,1.45093306906
2013-05-24 12:30:00,,,1.25
2013-05-24 13:00:00,,,1.25
2013-05-24 13:30:00,-0.83923535,1.40084736636,1.90106308272
2013-05-24 14:00:00,,,1.25
2013-05-24 14:30:00,,,1.25
2013-05-24 15:00:00,,,1.25
2013-05-24 15:30:00,,,1.25
2013-05-24 16:00:00,,,1.25
2013-05-24 16:30:00,,,1.25
2013-05-24 17:00:00,,,1.25
2013-05-24 17:30:00,,,1.25
2013-05-24 18:00:00,,,1.25
2013-05-24 18:30:00,,,1.25
2013-05-24 19:00:00,,,1.25
2013-05-24 19:30:00,,,1.25
2013-05-24 20:00:00,,,1.25
2013-05-24 20:30:00,,,1.25
2013-05-24 21:00:00,,,1.25
2013-05-24 21:30:00,,,1.25
2013-05-24 22:00:00,,,1.25
2013-05-24 22:30:00,,,1.25
2013-05-24 23:00:00,,,1.25
2013-05-24 23:30:00,,,1.25
2013-05-25 00:00:00,,,1.25
2013-05-25 00:30:00,,,1.25
2013-05-25 01:00:00,,,1.25
2013-05-25 01:30:00,,,1.25
2013-05-25 02:00:00,,,1.25
2013-05-25 02:30:00,,,1.25
2013-05-25 03:00:00,,,1.25
2013-05-25 03:30:00,,,1.25
2013-05-25 04:00:00,,,1.25
2013-05-25 04:30:00,,,1.25
2013-05-25 05:00:00,,,1.25
2013-05-25 05:30:00,0.13708425,1.13894045994,1.25
2013-05-25 06:00:00,,,1.25
2013-05-25 06:30:00,,,1.25
2013-05-25 07:00:00,,,1.25
2013-05-25 07:30:00,-0.8293245,1.33726705854,1.89569183087
2013-05-25 08:00:00,-0.60773334,1.20871477547,1.76667730129
2013-05-25 08:30:00,,,1.25
2013-05-25 09:00:00,,,1.25
2013-05-25 09:30:00,-0.50112267,1.2707553109,1.69727251731
2013-05-25 10:00:00,-0.2900541,1.1781836958,1.54005576092
2013-05-25 10:30:00,-0.33982223,1.21996592596,1.57999450926
2013-05-25 11:00:00,,,1.25
2013-05-25 11:30:00,,,1.25
2013-05-25 12:00:00,,,1.25
2013-05-25 12:30:00,,,1.25
2013-05-25 13:00:00,,,1.25
2013-05-25 13:30:00,,,1.25
2013-05-25 14:00:00,,,1.25
2013-05-25 14:30:00,-0.66117667,1.36456531856,1.79950676308
2013-05-25 15:00:00,-0.48897161,1.24843903362,1.68899383725
2013-05-25 15:30:00,-1.7143943,1.60082387218,2.28932698907
2013-05-25 16:00:00,,,1.25
2013-05-25 16:30:00,,,1.25
2013-05-25 17:00:00,,,1.25
2013-05-25 17:30:00,,,1.25
2013-05-25 18:00:00,,,1.25
2013-05-25 18:30:00,,,1.25
2013-05-25 19:00:00,,,1.25
2013-05-25 19:30:00,,,1.25
2013-05-25 20:00:00,,,1.25
2013-05-25 20:30:00,,,1.25
2013-05-25 21:00:00,,,1.25
2013-05-25 21:30:00,,,1.25
2013-05-25 22:00:00,,,1.25
2013-05-25 22:30:00,,,1.25
2013-05-25 23:00:00,,,1.25
2013-05-25 23:30:00,0.76371572,1.43936779727,1.25
2013-05-26 00:00:00,0.41925665,1.16276436711,1.25
2013-05-26 00:30:00,,,1.25
2013-05-26 01:00:00,,,1.25
2013-05-26 01:30:00,,,1.25
2013-05-26 02:00:00,,,1.25
2013-05-26 02:30:00,,,1.25
2013-05-26 03:00:00,,,1.25
2013-05-26 03:30:00,,,1.25
2013-05-26 04:00:00,,,1.25
2013-05-26 04:30:00,,,1.25
2013-05-26 05:00:00,,,1.25
2013-05-26 05:30:00,,,1.25
2013-05-26 06:00:00,,,1.25
2013-05-26 06:30:00,,,1.25
2013-05-26 07:00:00,,,1.25
2013-05-26 07:30:00,,,1.25
2013-05-26 08:00:00,,,1.25
2013-05-26 08:30:00,-1.2690443,1.45806639585,2.10962561174
2013-05-26 09:00:00,,,1.25
2013-05-26 09:30:00,,,1.25
2013-05-26 10:00:00,,,1.25
2013-05-26 10:30:00,-0.47268215,1.36148916879,1.67776665783
2013-05-26 11:00:00,-0.45496001,1.3117715756,1.66537887335
2013-05-26 11:30:00,,,1.25
2013-05-26 12:00:00,,,1.25
2013-05-26 12:30:00,,,1.25
2013-05-26 13:00:00,,,1.25
2013-05-26 13:30:00,,,1.25
2013-05-26 14:00:00,,,1.25
2013-05-26 14:30:00,,,1.25
2013-05-26 15:00:00,,,1.25
2013-05-26 15:30:00,,,1.25
2013-05-26 16:00:00,,,1.25
2013-05-26 16:30:00,,,1.25
2013-05-26 17:00:00,,,1.25
2013-05-26 17:30:00,0.098845546,1.21398928465,1.25
2013-05-26 18:00:00,0.21149413,1.38728722574,1.25
2013-05-26 18:30:00,,,1.25
2013-05-26 19:00:00,,,1.25
2013-05-26 19:30:00,,,1.25
2013-05-26 20:00:00,,,1.25
2013-05-26 20:30:00,,,1.25
2013-05-26 21:00:00,,,1.25
2013-05-26 21:30:00,0.48185057,1.27680909933,1.25
2013-05-26 22:00:00,0.87155526,1.47704926636,1.25
2013-05-26 22:30:00,,,1.25
2013-05-26 23:00:00,,,1.25
2013-05-26 23:30:00,,,1.25
2013-05-27 00:00:00,0.27816529,1.06109823437,1.25
2013-05-27 00:30:00,0.50800996,1.27536869285,1.25
2013-05-27 01:00:00,,,1.25
2013-05-27 01:30:00,,,1.25
2013-05-27 02:00:00,,,1.25
2013-05-27 02:30:00,,,1.25
2013-05-27 03:00:00,,,1.25
2013-05-27 03:30:00,,,1.25
2013-05-27 04:00:00,,,1.25
2013-05-27 04:30:00,,,1.25
2013-05-27 05:00:00,,,1.25
2013-05-27 05:30:00,,,1.25
2013-05-27 06:00:00,,,1.25
2013-05-27 06:30:00,,,1.25
2013-05-27 07:00:00,,,1.25
2013-05-27 07:30:00,,,1.25
2013-05-27 08:00:00,,,1.25
2013-05-27 08:30:00,,,1.25
2013-05-27 09:00:00,,,1.25
2013-05-27 09:30:00,,,1.25
2013-05-27 10:00:00,,,1.25
2013-05-27 10:30:00,,,1.25
2013-05-27 11:00:00,,,1.25
2013-05-27 11:30:00,-0.43297361,1.48736126304,1.64974954828
2013-05-27 12:00:00,-0.068237496,1.13168280585,1.33005974784
2013-05-27 12:30:00,,,1.25
2013-05-27 13:00:00,-0.10594536,1.17761221122,1.37045194277
2013-05-27 13:30:00,-0.24385037,1.36212702743,1.50102681719
2013-05-27 14:00:00,,,1.25
2013-05-27 14:30:00,-0.13563771,1.08111675545,1.40065907863
2013-05-27 15:00:00,-0.56558092,1.28546003133,1.73989558795
2013-05-27 15:30:00,,,1.25
2013-05-27 16:00:00,-0.23249135,1.37374178746,1.49111473177
2013-05-27 16:30:00,,,1.25
2013-05-27 17:00:00,,,1.25
2013-05-27 17:30:00,,,1.25
2013-05-27 18:00:00,0.71284743,1.24929906302,1.25
2013-05-27 18:30:00,,,1.25
2013-05-27 19:00:00,,,1.25
2013-05-27 19:30:00,,,1.25
2013-05-27 20:00:00,,,1.25
2013-05-27 20:30:00,,,1.25
2013-05-27 21:00:00,,,1.25
2013-05-27 21:30:00,,,1.25
2013-05-27 22:00:00,,,1.25
2013-05-27 22:30:00,,,1.25
2013-05-27 23:00:00,,,1.25
2013-05-27 23:30:00,,,1.25
2013-05-28 00:00:00,,,1.25
2013-05-28 00:30:00,,,1.25
2013-05-28 01:00:00,,,1.25
2013-05-28 01:30:00,,,1.25
2013-05-28 02:00:00,,,1.25
2013-05-28 02:30:00,,,1.25
2013-05-28 03:00:00,,,1.25
2013-05-28 03:30:00,,,1.25
2013-05-28 04:00:00,,,1.25
2013-05-28 04:30:00,0.68331351,1.55517066772,1.25
2013-05-28 05:00:00,0.26936732,1.1417521258,1.25
2013-05-28 05:30:00,0.19686682,1.1139306248,1.25
2013-05-28 06:00:00,0.1798471,1.24903352678,1.25
2013-05-28 06:30:00,,,1.25
2013-05-28 07:00:00,-0.45611119,1.35786055009,1.66618915478
2013-05-28 07:30:00,-0.26205655,1.12444593799,1.51664608453
2013-05-28 08:00:00,-0.11779192,1.02292200611,1.3826623726
2013-05-28 08:30:00,-0.34970779,1.28162673215,1.58769123959
2013-05-28 09:00:00,-1.2157439,1.77367402743,2.08597030474
2013-05-28 09:30:00,,,1.25
2013-05-28 10:00:00,-0.14807353,0.925661367683,1.41293177014
2013-05-28 10:30:00,-0.14678937,1.18427126742,1.41167431251
2013-05-28 11:00:00,-0.19398175,1.20564606688,1.45648884439
2013-05-28 11:30:00,,,1.25
2013-05-28 12:00:00,-0.22937832,1.23619692067,1.48837511766
2013-05-28 12:30:00,,,1.25
2013-05-28 13:00:00,-0.12762797,1.25054918443,1.39263911024
2013-05-28 13:30:00,-0.26054923,1.3159864257,1.51536512957
2013-05-28 14:00:00,-0.13370871,1.35711403838,1.39873601437
2013-05-28 14:30:00,-0.29360734,1.17490811103,1.54297626872
2013-05-28 15:00:00,,,1.25
2013-05-28 15:30:00,,,1.25
2013-05-28 16:00:00,,,1.25
2013-05-28 16:30:00,,,1.25
2013-05-28 17:00:00,,,1.25
2013-05-28 17:30:00,,,1.25
2013-05-28 18:00:00,,,1.25
2013-05-28 18:30:00,,,1.25
2013-05-28 19:00:00,,,1.25
2013-05-28 19:30:00,,,1.25
2013-05-28 20:00:00,,,1.25
2013-05-28 20:30:00,,,1.25
2013-05-28 21:00:00,,,1.25
2013-05-28 21:30:00,,,1.25
2013-05-28 22:00:00,,,1.25
2013-05-28 22:30:00,,,1.25
2013-05-28 23:00:00,,,1.25
2013-05-28 23:30:00,,,1.25
2013-05-29 00:00:00,,,1.25
2013-05-29 00:30:00,,,1.25
2013-05-29 01:00:00,,,1.25
2013-05-29 01:30:00,,,1.25
2013-05-29 02:00:00,,,1.25
2013-05-29 02:30:00,,,1.25
2013-05-29 03:00:00,0.50864017,1.44089557145,1.25
2013-05-29 03:30:00,0.3024312,1.36210585028,1.25
2013-05-29 04:00:00,0.23457208,1.20801242865,1.25
2013-05-29 04:30:00,0.26672748,1.18316700792,1.25
2013-05-29 05:00:00,0.1068112,1.10194087388,1.25
2013-05-29 05:30:00,0.1174223,1.22105747447,1.25
2013-05-29 06:00:00,0.4150951,1.27333448886,1.25
2013-05-29 06:30:00,,,1.25
2013-05-29 07:00:00,-0.14170286,1.17728954438,1.40667142267
2013-05-29 07:30:00,-0.1648488,1.1462038322,1.42915658246
2013-05-29 08:00:00,-3.7199049,1.97012383496,2.87442605903
2013-05-29 08:30:00,-1.313599,1.56508554142,2.12900010675
2013-05-29 09:00:00,-0.62656548,1.40949244156,1.77838416564
2013-05-29 09:30:00,-1.0955323,1.71979420399,2.03055252582
2013-05-29 10:00:00,-1.2910365,1.81613205604,2.11923313846
2013-05-29 10:30:00,-10.508018,3.14797602614,3.99004907716
2013-05-29 11:00:00,,,1.25
2013-05-29 11:30:00,,,1.25
2013-05-29 12:00:00,,,1.25
2013-05-29 12:30:00,,,1.25
2013-05-29 13:00:00,,,1.25
2013-05-29 13:30:00,,,1.25
2013-05-29 14:00:00,,,1.25
2013-05-29 14:30:00,,,1.25
2013-05-29 15:00:00,,,1.25
2013-05-29 15:30:00,,,1.25
2013-05-29 16:00:00,,,1.25
2013-05-29 16:30:00,,,1.25
2013-05-29 17:00:00,,,1.25
2013-05-29 17:30:00,,,1.25
2013-05-29 18:00:00,,,1.25
2013-05-29 18:30:00,,,1.25
2013-05-29 19:00:00,,,1.25
2013-05-29 19:30:00,,,1.25
2013-05-29 20:00:00,,,1.25
2013-05-29 20:30:00,,,1.25
2013-05-29 21:00:00,,,1.25
2013-05-29 21:30:00,,,1.25
2013-05-29 22:00:00,0.90078438,1.37082058612,1.25
2013-05-29 22:30:00,,,1.25
2013-05-29 23:00:00,,,1.25
2013-05-29 23:30:00,,,1.25
2013-05-30 00:00:00,,,1.25
2013-05-30 00:30:00,,,1.25
2013-05-30 01:00:00,,,1.25
2013-05-30 01:30:00,,,1.25
2013-05-30 02:00:00,0.64062586,1.32908855717,1.25
2013-05-30 02:30:00,,,1.25
2013-05-30 03:00:00,,,1.25
2013-05-30 03:30:00,,,1.25
2013-05-30 04:00:00,,,1.25
2013-05-30 04:30:00,,,1.25
2013-05-30 05:00:00,,,1.25
2013-05-30 05:30:00,,,1.25
2013-05-30 06:00:00,0.27465825,1.28663042552,1.25
2013-05-30 06:30:00,0.034923787,1.0726140362,1.25
2013-05-30 07:00:00,-0.080184337,1.12511151266,1.34312094624
2013-05-30 07:30:00,-0.16613138,1.16340039037,1.43038199564
2013-05-30 08:00:00,-0.49257946,1.39189693872,1.69146037808
2013-05-30 08:30:00,-0.17637384,1.15825937105,1.44009346563
2013-05-30 09:00:00,-0.17520488,1.06672824093,1.4389917218
2013-05-30 09:30:00,-0.15702733,1.15112226871,1.42163783308
2013-05-30 10:00:00,-0.13151598,1.04172012344,1.39654359017
2013-05-30 10:30:00,-0.12019783,1.21755139038,1.38511598904
2013-05-30 11:00:00,-0.09151648,1.19736834196,1.35527962258
2013-05-30 11:30:00,-0.10431673,1.17300115702,1.36875619077
2013-05-30 12:00:00,-0.059365398,1.08880774717,1.3201914952
2013-05-30 12:30:00,-0.13785056,1.25263248263,1.40285863607
2013-05-30 13:00:00,-0.08527933,1.13428276246,1.34861468762
2013-05-30 13:30:00,-0.13777805,1.24567269973,1.40278667089
2013-05-30 14:00:00,-0.097629272,1.20295535462,1.36174867255
2013-05-30 14:30:00,-0.055460536,1.14701522326,1.3158010662
2013-05-30 15:00:00,-0.12297551,1.16822863885,1.3879379789
2013-05-30 15:30:00,-0.24690722,1.35326325733,1.5036720393
2013-05-30 16:00:00,-0.21980552,1.34580730709,1.47988676525
2013-05-30 16:30:00,,,1.25
2013-05-30 17:00:00,,,1.25
2013-05-30 17:30:00,,,1.25
2013-05-30 18:00:00,,,1.25
2013-05-30 18:30:00,,,1.25
2013-05-30 19:00:00,,,1.25
2013-05-30 19:30:00,,,1.25
2013-05-30 20:00:00,,,1.25
2013-05-30 20:30:00,0.67841279,1.21327752678,1.25
2013-05-30 21:00:00,1.1948138,1.38311267073,1.25
2013-05-30 21:30:00,,,1.25
2013-05-30 22:00:00,1.2384848,1.28804200711,1.25
2013-05-30 22:30:00,,,1.25
2013-05-30 23:00:00,,,1.25
2013-05-30 23:30:00,,,1.25
2013-05-31 00:00:00,,,1.25
2013-05-31 00:30:00,,,1.25
2013-05-31 01:00:00,,,1.25
2013-05-31 01:30:00,,,1.25
2013-05-31 02:00:00,,,1.25
2013-05-31 02:30:00,,,1.25
2013-05-31 03:00:00,,,1.25
2013-05-31 03:30:00,,,1.25
2013-05-31 04:00:00,,,1.25
2013-05-31 04:30:00,,,1.25
2013-05-31 05:00:00,,,1.25
2013-05-31 05:30:00,,,1.25
2013-05-31 06:00:00,,,1.25
2013-05-31 06:30:00,,,1.25
2013-05-31 07:00:00,-0.2402427,1.08748715787,1.49789290375
2013-05-31 07:30:00,-0.49030061,1.53265605237,1.68990325844
2013-05-31 08:00:00,-0.33689464,1.27012379607,1.57770068683
2013-05-31 08:30:00,-0.22166412,1.21781369485,1.48154243308
2013-05-31 09:00:00,-0.098218687,1.26520922839,1.36236919774
2013-05-31 09:30:00,-0.16026429,1.38164481564,1.4247591384
2013-05-31 10:00:00,-0.13908619,1.08289045917,1.40408384857
2013-05-31 10:30:00,-0.35111949,1.38243587239,1.58878429304
2013-05-31 11:00:00,-0.76642931,1.37115883129,1.86087307629
2013-05-31 11:30:00,-0.58865102,1.52632396347,1.75465450138
2013-05-31 12:00:00,-0.061150011,1.16245041639,1.3221883363
2013-05-31 12:30:00,-0.24745162,1.27654010877,1.50414215649
2013-05-31 13:00:00,-0.11131774,1.29772152686,1.37601619783
2013-05-31 13:30:00,-0.13783329,1.22987970448,1.4028414965
2013-05-31 14:00:00,0.029303874,1.16045438352,1.25
2013-05-31 14:30:00,-0.12471353,1.08683835185,1.38969790372
2013-05-31 15:00:00,-0.062727533,1.31378527856,1.32394845035
2013-05-31 15:30:00,-0.069187199,1.12933892327,1.33110743953
2013-05-31 16:00:00,-0.075477408,1.25548938844,1.33800539319
2013-05-31 16:30:00,,,1.25
2013-05-31 17:00:00,0.13651869,1.09122365785,1.25
2013-05-31 17:30:00,,,1.25
2013-05-31 18:00:00,,,1.25
2013-05-31 18:30:00,,,1.25
2013-05-31 19:00:00,,,1.25
2013-05-31 19:30:00,,,1.25
2013-05-31 20:00:00,0.58669035,1.2251568084,1.25
2013-05-31 20:30:00,,,1.25
2013-05-31 21:00:00,,,1.25
2013-05-31 21:30:00,1.3915676,1.6432403043,1.25
2013-05-31 22:00:00,1.4432392,1.43895613656,1.25
2013-05-31 22:30:00,0.74819416,1.13577239908,1.25
2013-05-31 23:00:00,,,1.25
2013-05-31 23:30:00,,,1.25
2013-06-01 00:00:00,,,1.25
2013-06-01 00:30:00,,,1.25
2013-06-01 01:00:00,,,1.25
2013-06-01 01:30:00,,,1.25
2013-06-01 02:00:00,,,1.25
2013-06-01 02:30:00,,,1.25
2013-06-01 03:00:00,,,1.25
2013-06-01 03:30:00,,,1.25
2013-06-01 04:00:00,,,1.25
2013-06-01 04:30:00,,,1.25
2013-06-01 05:00:00,,,1.25
2013-06-01 05:30:00,,,1.25
2013-06-01 06:00:00,,,1.25
2013-06-01 06:30:00,,,1.25
2013-06-01 07:00:00,,,1.25
2013-06-01 07:30:00,,,1.25
2013-06-01 08:00:00,,,1.25
2013-06-01 08:30:00,,,1.25
2013-06-01 09:00:00,-0.4409742,1.37087986437,1.6554710589
2013-06-01 09:30:00,-0.33997018,1.26375286012,1.58011025421
2013-06-01 10:00:00,-0.16171133,1.15380627961,1.42615006355
2013-06-01 10:30:00,-0.089002971,1.22897390326,1.35260161929
2013-06-01 11:00:00,-0.12873599,1.45686267345,1.39375405363
2013-06-01 11:30:00,,,1.25
2013-06-01 12:00:00,,,1.25
2013-06-01 12:30:00,-0.13684658,1.15978020501,1.40186154231
2013-06-01 13:00:00,-0.11356989,1.13948563721,1.37833545265
2013-06-01 13:30:00,-0.095680635,1.0608430661,1.35969314745
2013-06-01 14:00:00,-0.10861067,1.08244981556,1.37321808085
2013-06-01 14:30:00,-0.11493274,1.00546455245,1.37973512795
2013-06-01 15:00:00,,,1.25
2013-06-01 15:30:00,,,1.25
2013-06-01 16:00:00,,,1.25
2013-06-01 16:30:00,-0.15647519,1.21899859635,1.42110405052
2013-06-01 17:00:00,,,1.25
2013-06-01 17:30:00,,,1.25
2013-06-01 18:00:00,1.0948197,1.56191636446,1.25
